Comment,Label,Language
তৌহিদ এমনই ফাতরা।আর এটা করে থাকলে এরেস্ট করা উচিত,Negative,BANGLA
R S ফাহিম যত নাটক তুমি করো না কেন তুমিও ছাড় পাবা না কারন তুমি ছাত্রলীগের লোক ছিলা,Negative,BANGLA
এরা দালাল এখন মজা করতা ছে ফালতো ভাই এদের কেন খবর করেন ভাই,Negative,BANGLA
শকুনের কাইল্লা বাচ্চা টা কই এখন 😂,Negative,BANGLA
সময় টিভি আর যেই বাঞ্চুতদের নাম বলা হইতাছে সবকয়টাই সস্তা জনপ্রিয়তা আর সিম্পেথি চাইতাছে।। হ্লার ঘরের হ্লারা🤬,Negative,BANGLA
সবাই এখন পল্টি নিচ্ছে😂😂😂সবাই ডরে লুকাই ছিল।এখন বের হয়ে নাটক করতেছে😂😂,Negative,BANGLA
অভিযোগের তীর কি আফ্রীদি হচ্ছে দালাল 🤬,Negative,BANGLA
সবাই শুদু এখন মুখ খুলতে পারবে।এর আগে মুখে সমস্যা  ছিলো,Negative,BANGLA
"রাজাকারের বাচ্চারা তোদেরকে জুতা দিয়ে পেটানো উচিৎ 😡
তোদের জীবন আবু সাঈদ এর চেয়ে বেশি দামী...",Negative,BANGLA
শালা দু মুখী সাপ,Negative,BANGLA
সময়টিভির কোন খবর বিশ্বাস করা যাবে না,Negative,BANGLA
শকুনকে বিচারের আওতায় আনা হোক,Negative,BANGLA
নাটক কম করো প্রিয়।  সারাজীবন আওয়ামী লীগের সাথে ছবি তুলে এখন নাটক করছো প্রিও,Negative,BANGLA
"আগে দেখতাম আওয়ামী লীগের সভাপতি সাধারণ এর পা চাটতো,,,,, এখন নাটক শুরু করছে।",Negative,BANGLA
দুই ছাপড়ি,Negative,BANGLA
বাটপার খানকির পোলা তৌহিদ আফ্রিদি।,Negative,BANGLA
সবকয়টি চামচা,Negative,BANGLA
সুলাইমান শুয়ারের বাচ্চা বলছে,Negative,BANGLA
সবাই তৌহিদ আফ্রিদিকে আনসাবস্ক্রাইব করেন।।,Negative,BANGLA
রাকিব হোসেন আর তৌহিদ আফ রিদেকে আইনের আওতায় আনা উচিত 🤬😡,Negative,BANGLA
"আহারে  এখন  কেন  কথা বলে,",Negative,BANGLA
সময় টিভি কেও দেয়ক্ষেননা,Negative,BANGLA
দালাল চ্যানেল😂😂,Negative,BANGLA
তৌহিদের নামে মামলা করেন৷ এতো নাটক না কইরা। যত্তসব,Negative,BANGLA
বাল,Negative,BANGLA
সোলায়মান শুকনকে আমার আগে থেকেই দালাল মনে হতো😊,Negative,BANGLA
এই শাওয়ার পুতদের নিউজ করা বন্ধ কর হালারপুত,Negative,BANGLA
আপনি যে দালাল মিডিয়া আমরা সেটা জানি,Negative,BANGLA
এইসব নট্রিপো গো বয়কট করা হউক,Negative,BANGLA
দেশে যত স্বৈরাচারী ও দুর্নীতিবাজ আছে তাদের কাউকে ছাড় দেওয়া হবে না,Negative,BANGLA
আফ্রীদিকে বিচারের আওতায় আনতে হবে। ও অনেক গোপন খবর জানে,Negative,BANGLA
নাটক কম রোরো পিয়,Negative,BANGLA
টাঙ্গাইয়া তৌফিক আফ্রিদি কে থেরাপী দেও এখন,Negative,BANGLA
এইসব ভাঁওতাবাজি বন্ধ কর তোরা সব বিশ্বাসঘাতক,Negative,BANGLA
তোরা ২ জনে ই বাটপার,Negative,BANGLA
এইসব মাদারিদের নিয়ে মিড়িয়া পড়ে থাকে কেন,Negative,BANGLA
এরা ডিজিটাল চোর বাটপার,Negative,BANGLA
নাটক বাজ,Negative,BANGLA
দুটোকেই আইনের আওতায় আনা উচিত ওরাই কিশোর গ্যাং ছড়ায়,Negative,BANGLA
নাটক !,Negative,BANGLA
বসুন্ধরা গ্রুপের চেয়ারম্যান এর সাথেও চামচামি করে,Negative,BANGLA
চাপা,Negative,BANGLA
আরে ফাহিম চৌধুরী তুমি আর একটা পল্টিবাজ,Negative,BANGLA
এইতো আমি লীগের খাস দালাল ছিল,Negative,BANGLA
নাটক,Negative,BANGLA
এখন আইছে বালের আলাপ চু***তে,Negative,BANGLA
নাটক কম করো পিও,Negative,BANGLA
আফ্রিদী আর সুখন কে আইনের আওতায় আনা  হোক,Negative,BANGLA
নাটক শুরু,Negative,BANGLA
ওরে আইনের আওতায় আনতে হবে কঠিক শাস্তি আওতায় আনতে হবে,Negative,BANGLA
সব বুয়া,Negative,BANGLA
"এগুলো মিথ্যা,, এদের কে বয়কট করেন সবাই😂😂",Negative,BANGLA
বাচার ধান্দা,Negative,BANGLA
পাতাবি  লেবুর বাম্পার ফলন হয়েছে নাকি 😅😅😅,Negative,BANGLA
পই পই করে হিসাব করতে হবে 😂,Negative,BANGLA
এখন তো নাটক করবেই,Negative,BANGLA
আপনিওতে আওয়ামী লীগ করেন,Negative,BANGLA
তৌহিদ আফ্রিদিকে আয়না ঘরে রাখা হোক,Negative,BANGLA
এরা কারা ভাই🥴🥴,Negative,BANGLA
এস অক্ষর কি পুরা নামটাই বলে দেন,Negative,BANGLA
দেশের ২ নাম্বার বাইঞ্চুত 😂,Negative,BANGLA
এগুলো মিথ্যা তথ্য নিজেকে বাঁচানোর ছন্দ 😢😢😢😢😢😮😢,Negative,BANGLA
মারানি গুলা কামড়াকামড়ি শুরু করছে,Negative,BANGLA
মারো,Negative,BANGLA
"নাটক কম কর পিয়,",Negative,BANGLA
হালা তুমি নিজেও বাটপার কমনা😅,Negative,BANGLA
বালের নিউজ,Negative,BANGLA
সবাই টিভি সাংবাদিক ভাইয়েরা তোমরা কি দালালি ছাড়ছো নাকি এখনো দালালি করছ একটু জানাতে যদি খুশি হতাম,Negative,BANGLA
সুলাইমান সুখুন এর নাম নিচ্ছেন না কেন,Negative,BANGLA
তৌহিদ আফ্রিদী বয়কট 🗿💥🤍,Negative,BANGLA
নাটক কম কর প্রিয়ও,Negative,BANGLA
আগে গাড়িতে নৌকা লাগাই ঘুরতো এখন পল্টি মারতেছে,Negative,BANGLA
এখন ওদের বিরুদ্ধে মামলা দায়ের করেন,Negative,BANGLA
"তার জেই চেহারা সে বলে কনটেন্টনার বলদের মতো কথা,",Negative,BANGLA
"তুমাকে হুমকি দিসে কে, তুমি তো নৌকার ব্র‍্যান্ড এম্বাসিডর ছিলা",Negative,BANGLA
"এরা দালাল, সুবিধাবাদী 😂
সালমান মুক্তাদির ও তো ছিল ওর তো ঝামেলা হলো না।",Negative,BANGLA
বিচার চাই,Negative,BANGLA
শালা দালাল,Negative,BANGLA
দেশ স্বাধীন না হলে বলতো আমরা ছাএ কে প্রতিহত করছি হাইরে পল্টিবাজ,Negative,BANGLA
তুই সময় টিবির বড় দালাল,Negative,BANGLA
"সুখন,আফ্রিদির সাথে ফাহিমের ও বিচার করা উচিত এ এখন নিজের গা বাচানোর জন্য এইসব বলতেছে।",Negative,BANGLA
নাটক কম করো পিও তুমি মোহাম্মদ পুর রাজিব কমিশনার ডান হাত এলাকা কিশোর গ্যাং নিয়ন্ত্রণ করো,Negative,BANGLA
দালাল টিভি যাইয়া পল্টিবাজদের খবর নিতেছে 😂😂🤣🤣🤣🤣,Negative,BANGLA
তৌহিদ আফ্রিদি  জাওরা😂😂😂,Negative,BANGLA
সামাজিক যোগাযোগ মাধ্যম এর সকল বউ ব্যবসায়ীদের বিরুদ্ধে ব্যবস্থা নেওয়া দরকার,Negative,BANGLA
নাটক কম করো পিও,Negative,BANGLA
এরা হচ্ছে সুবিধাবাদী,Negative,BANGLA
সোলাইমান সুখন ও তৌহিদ আফ্রিদি কে আইনের আওতায় আনা হোক,Negative,BANGLA
নাটকবাজ ভাই। নাটকবাজ,Negative,BANGLA
তৌহিদের চামড়া তুলে লবন দেওয়া উচিৎ দালালের জারজ বাচচা,Negative,BANGLA
"নাটক কম করো পিও, তুমি ও জে নাটক বাজ মানুষ জেনে গেছে",Negative,BANGLA
মামলা করেন না কেন,Negative,BANGLA
এই হালায় ওপেনে আওয়ামীলীগ এর রাজিব কমিশনারের চামচামি করছে 😂😂,Negative,BANGLA
তুমি তৌহিদ আফ্রিদি থেকেও নষ্ট,Negative,BANGLA
"বাটপারি কথাবার্তা। 
আইনের আওতায় আনা উচিত।😂",Negative,BANGLA
"নিজের দুষ এখন অন্য জনের উপর দিলে হবে না,, তোমার ও দুষ আছে",Negative,BANGLA
পোলাপাইন নষ্ট হচ্ছে তোদের কারনে,Negative,BANGLA
তারমানে সরকার থাকলে এরা ওদের পা চাটা গোলাম হয়েই থাকতো🙂,Negative,BANGLA
তোরা এখন চুপ যা এসব নাটক কম কর হালারা দেশের ক্ষতি তোদের জন্যই,Negative,BANGLA
"তোরা সবাই পাটপার এখন পল্টি দেস কেনো আগে তো তাঁদেরই গুরু মানতি 
এখন ধারা খাবি বলে পল্টি দেস",Negative,BANGLA
২ টা ই দালাল,Negative,BANGLA
এসব নাটক অফ করো 😅,Negative,BANGLA
মিথ্যা বলছে উনি,Negative,BANGLA
এখন নিজের দোস অন্যর উপর দিতেছে,Negative,BANGLA
পিও নাটক কম করো😊,Negative,BANGLA
বাটপার দালাল পল্টিবাজ,Negative,BANGLA
সব বাটপার সালারা,Negative,BANGLA
মামলা করেন,Negative,BANGLA
এই শুকইন্নে এখন কোথায়🤣। এরে পই পই করে খুজে বের করেন,Negative,BANGLA
তৌহিদ আফ্রিদি দালাল 😢,Negative,BANGLA
সোলাইমান সুখন ছিসকা শয়তান টাকে ধইরা জেলে ঢুকা |,Negative,BANGLA
সব তরা দালাল,Negative,BANGLA
মাই টিভি তো আফ্রিদির বাপের না এটা আর একজন মহিলার। জোর প্রতারণা করে চ্যানেল কেড়ে নিয়েছিল ওই টাকলা। তাই আফ্রিদির বাপের নামে মামলা করা হোক।আর যার চ্যানেল তাকে ফিরিয়ে দেয়া হোক।😡😡😡😡,Negative,BANGLA
দালাল,Negative,BANGLA
নেট অফ না হইলে মনে হয় পোস্ট ঠিকই ডিলিট করে দিত,Negative,BANGLA
"এখন কত কিছু বের হবে,, সময় আসবে সালারা, প্রস্তুত থাকিস",Negative,BANGLA
সব নাটক,Negative,BANGLA
তুমি যে কোন দলে ঘুরো কার সাথে ঘুরো সেটা আমরা মোহাম্মদপুর বাসি ভালোভাবে জানি নাটক কম করো প্রিয়,Negative,BANGLA
"এদের মতো কিছু ফালতু কনটেন্ট ক্রিয়েটর যাঁরা সব সময় আলোচনায় থাকতে চায় 
শুধু ভিউ বাড়ানোর জন্য 😎",Negative,BANGLA
আফ্রিদি খান......পোলা কই?😡😡😡,Negative,BANGLA
Rs fahim -নাটক কম করো পিও🤣,Negative,BANGLA
"বালের নিউজ পোন্দাও ,",Negative,BANGLA
নাটক কম করো প্রিয় তুমি যে একটা বোকাচোদা তা আমরা বুইজা ফালাইছি,Negative,BANGLA
সব নাটেরগুরু হচ্ছে আফ্রিদি আর শকুন,Negative,BANGLA
নাটক কম করো পিও,Negative,BANGLA
বিচারের আওতায় আনতে হবে,Negative,BANGLA
নাটক কম করো প্রিয়😅,Negative,BANGLA
এরা সবাই সুবিধাবাদী লোক 😂😂😂😂😂😂😂😂,Negative,BANGLA
হারুন আর আফ্রিদি এই দুই চাচা শালাকে আইনের আয়তায় আনতে হবে,Negative,BANGLA
তোমাদেরকে পাবলিকার চুদেনা,Negative,BANGLA
এদের ভিডিও যারা দেখে তারা মাহির পোলা,Negative,BANGLA
এসব পাগল ছাগলদের কে আরো আগে থেকে ই unfollow করে রেখেছি।।,Negative,BANGLA
ফাহিম ভাই কলিজার ভাই,Positive,BANGLA
কুমিরের কান্না 😅😂,Negative,BANGLA
দেশ যত স্বৈরাচারী ও দুর্নীতিবাজ আছে তাদের কাউকে ছাড় দেওয়া হবে না,Negative,BANGLA
নাটক কম করো পিও 😑😑,Negative,BANGLA
"এদের কথা কেও বিশ্বাস কইরেন না,  সব কয়টা বাটপার বউ বিজনেস ম্যান। 
মাগির বিজনেস আর এদের বউ বিজনেস কোন পার্থক্য নাই।",Negative,BANGLA
বালের নিউজ শুনতে চায় না।,Negative,BANGLA
পই পই করি হিসাব হবে,Negative,BANGLA
এবার তৌহিদ আফ্রিদি কে বাশ দেওয়া হোক। ও অনেক দাপট দেখায়ছে আওয়ামী লীগ ক্ষমতার সময়।,Negative,BANGLA
এরা সব একি থলের বিড়াল।,Negative,BANGLA
নাটক বাজ ওগুলা নাটক বাজ এগুলা আওয়ামী লীগের বড় দালাল,Negative,BANGLA
আফ্রিদি চুদির পুত তর খবর আছে,Negative,BANGLA
"এই ফাহিম কবে কোথায় আন্দোলন করছে?
বখাটে পোলাপান। হাজারো যুব সমাজকে এরা নস্ট করেছে।",Negative,BANGLA
তুমি নাটক কইরো না পিও 😂 তুমি এক কাউন্সিলর এর চামচামি করোছো,Negative,BANGLA
নাটক গুলো ভালো ছিলো।,Negative,BANGLA
"বাইনচুদ তগো সময় মতো পাওয়া যায় না এখন আয়ছস ভাব নিতে।
এই হালায় সব মিথ্যা বলতেছে",Negative,BANGLA
সময় টিভিতে দালালি ছাড়েন নাই এখনো,Negative,BANGLA
তৌহিদ আফ্রিদি কে আইনের আওতায় আনা উচিত,Negative,BANGLA
নাটক কর পিও🥱,Negative,BANGLA
"তৌহিদ আফ্রিদির বিচার চাই,",Negative,BANGLA
কথা বারতিতে বুজায় যায় মিথ্যা কথা কইতেছে,Negative,BANGLA
তৌহিদ আফ্রিদি আসলেই একটা বড়মাপের শয়তান। আর চেহারায় এমন ভাব ধরে থাকে যেন কিছুই বুঝে না এতোই ইনোসেন্ট আর ভালো মানুষ 🤮🤮🤮,Negative,BANGLA
কিরে দালালের দল,Negative,BANGLA
নাটক কম করো প্রিয়😂,Negative,BANGLA
আরে ভাই সব নাটক। এরা সময়ের সদ্ব্যবহার করে। সব পল্টিবাজ।,Negative,BANGLA
বেশি বাড়াবাড়ি একদম।ভিউ কামাতে চায়।ফালতু,Negative,BANGLA
নাটক করতে করতে এখন সব জায়গায় নাটকই চলে নাটক বাদ দাও প্রিয় মানুষ এখন সবই বুঝে,Negative,BANGLA
তুই আরেক কুলাঙ্গার সাংবাদিক। তোর লজ্জা নাই বেডা। টিকটকারদের নিয়েই তোর জীবন।,Negative,BANGLA
নাটক করতে আইছে এখন কই সালমান মুক্তাদির তো কাউকে ভয় পাই নাই,Negative,BANGLA
এক দালালে আরেক দালালের ইন্টারভিউ নেওয়ার জন্য হুমড়ি খেয়ে পড়ে গেছে 😂,Negative,BANGLA
সবাই এসব গুলোরে আনসাবস্ক্রাইব  করে দিবেন 🤬🤬🤬🤬,Negative,BANGLA
"Hate for Tawhid Afridi,  আর সোলাইমান সুখনকে তো জীবনেও পছন্দ করতাম না।",Negative,BANGLA
সব বাটপারি মিথ্যা কথার জায়গা পায়না সিটিং,Negative,BANGLA
"নাটক,কর কুকুর এর বাচ্চা",Negative,BANGLA
সবাই খনিকেরপোলা,Negative,BANGLA
এই শালা হচ্ছে চরম লেভেলের দালাল এসএস কি এই বোকাচোদা পুরা নাম লিখতে কি লজ্জা লাগে শালা দালালের পো দালাল,Negative,BANGLA
ঈদের নাটক বন্ধ করা উচিত এরা হচ্ছে সুবিধাবাদী দল,Negative,BANGLA
দালাল টিভি এখন সুর পাল্টায়ছে,Negative,BANGLA
আপনার সাথে আমরা আছি ভাই ❤❤❤,Positive,BANGLA
"চামচা,, চামচামি করে",Negative,BANGLA
এতদিন পর নাটক করিছ না😡😡,Negative,BANGLA
উপদেষ্টা হতে চাইতেসে😂😂😂😂আজাইরা নিউজ,Negative,BANGLA
পই পই করে তার হিসাব নেওয়া হবে😅,Negative,BANGLA
তৌহিদ আফ্রিদির বাপে মাই টিভি চ্যানেল চোর। মানষের দালালি বহুত করছস তৌহিদ আফ্রিদি আবার নিজের যোগ্যতায় দাঁড়া,Negative,BANGLA
এখন সবাই সোলায়মান সুখন। পারলে সোলাইমান সুখন উপর মামলা দে। তাহলে তো সত্যি মিথ্যা  বের হয়ে আসবে। এটা না করে ভন্ডামী করো 😡😡,Negative,BANGLA
সব ধান্দা এখন আসতে বুঝাতে।,Negative,BANGLA
ধুর শালা সব চাপাবাজ আর ওদের কাছে তো জিজ্ঞেস করার কি আছে ওদের ওরা না বললে কি দেশে কোন কার্যক্রম চলবে না দালাল চক্র শালারা,Negative,BANGLA
খানকির পোলা তৌহিদ,Negative,BANGLA
সবগুলা বাটপার। এখন সাধু সাজতেছে।,Negative,BANGLA
"এরা সব শাওয়ার ইউটিউবার,",Negative,BANGLA
কল রেকর্ড ও মেসেজ দে মুখের কথায় তো চলব না মিথ্যাবাদী,Negative,BANGLA
নাটক কম করো পিও সবাই আসল খরব জানে 😂😂😂😂😂😂,Negative,BANGLA
নাটকবাজ শালারা।,Negative,BANGLA
নাঠক,Negative,BANGLA
কত যে গেম ভিতরে ভিতরে খেলা হইছে😡,Negative,BANGLA
হত আমার চেডের বাল।,Negative,BANGLA
"সব সালা ভন্ড, এগুলারে বয়কট করলাম আজ থেকে, সব ইনফ্লুয়েন্সার দের",Negative,BANGLA
এই বাল ছাল বলে লাভ নাই ডাইরেক্ট নাম বলতে যে ভয় পাই সে যে মিথ্যা বলবে না সেটার প্রমান কি,Negative,BANGLA
আফ্রিদি একটা টুকাইয়ের বাচ্চা,Negative,BANGLA
আরএসফাহিম ভাইও আওয়ামী লীগ আমলে বসুন্ধরার মালিকেরে প্রচুর তেল মারছিলো।,Negative,BANGLA
মানুষ কে আর বোকা ভাইবো না তোমাদের নাটক বোঝে মানুষ কি এতোই......,Negative,BANGLA
"তুই একটা মিথ্যুক সালা, সারাজীবন আওয়ামী লীগ এর পাওয়ার দেখাইছোস",Negative,BANGLA
"এস এস ?!

তাহলে 

টি এ লিখলেন না কেন?",Negative,BANGLA
"এই পশুগুলো এই জাতির মীর জাফর ...... আল্লাহ এই ইনসাফ এর আন্দোলন - এর মাধ্যমে এই মুনাফিকদের মুনাফিকি সারা জাতির সামনে উন্মুক্ত করে দিয়েছেন, আলহামদুলিল্লাহ !",Negative,BANGLA
নাটক করে চুতিয়া,Negative,BANGLA
"তৌহিদ আফ্রিদি, একটা বেয়াদব, ওকে, আপনারা, সবাই, খেয়াল রাখুন, বেয়াদব, তৌহিদ আফ্রিদি 😡😡😡",Negative,BANGLA
এই হলায়ও সুবিধাবাদী!,Negative,BANGLA
এটা একটা ফালতু খবর ও এখন কতকিছু সাজাবে,Negative,BANGLA
ভুয়া ভুয়া,Negative,BANGLA
তোমরা সবাই সুবিধা বাদি,Negative,BANGLA
সুখন আর আফ্রিদিকে দ্রুত আইনের আওতায় আনতে হবে,Negative,BANGLA
এই দুই শালা কে আইনের আওতায় এনে ওদেরকে আজীবন জেল দেওয়া হোক,Negative,BANGLA
"ও হ লো বাটপার। 
আওয়ামী লীগের নেতা",Negative,BANGLA
"ফাহিম তুই তো একটা দালাল এখন ভাল সাজোস, তোর দালালির অনেক ভিডিও আছে।",Negative,BANGLA
কুলাঙ্গার তৌহিদ আফ্রিদি আর সুলেমান শকুন,Negative,BANGLA
নতুন নাটক,Negative,BANGLA
পই পই করে হিসাব নিতে হবে 😅😅,Negative,BANGLA
"কি হেডার সাংবাদিক,কি নিয়ে সমপ্রচার করে এগুলো, শালা বসে বসে আগাচা পরিষ্কার কর। কে এক আর এস ফাহিম এটা ও জানি না",Negative,BANGLA
"সুলাইমান সুকন কু***ত***তার বাচ্চা,",Negative,BANGLA
সবাই কে বিচারের আওতায় আনা হোক,Negative,BANGLA
ফাহিমকে বিচারের আওতায় আনা হোক সে এখন পল্টি মারতাছে।,Negative,BANGLA
এইবার তুমি মামলা করো তাদের বিরুদ্ধে,Negative,BANGLA
তোদের মতো যৌন কর্মীর পোলা রে ফলো করে কোন খাংকির পোলা,Negative,BANGLA
সময় টিভি আর নিউজ পায় না এগুলো নিয়ে দালালি করতেছে এখন,Negative,BANGLA
আফ্রিদি ও সুখন কে গ্রেফতার করা হউক,Negative,BANGLA
"এই হালা হলো আরেল বাটপার। 
হালা বালের ফাহিম বাংলাদেশের অনেক অনেক কাউয়া লীগের নেতার সাথে তার উঠাবসা। 
এই হালাই হইলো আফ্রিদির পর ২য় বড় দালাল ইনফ্লুয়েনসার",Negative,BANGLA
এই সব নাটক বাদ দেন ভাই 😡😡😡,Negative,BANGLA
এদের এত নাটক না দেখে এদের আনসাবস্ক্রাইব করে দিলেই হয়ে যায়।,Negative,BANGLA
এই হালারা এখন অভিনয় করতাছে। বয়কট করো সবাই,Negative,BANGLA
নাটকের সেষ কোথায়... 😂,Negative,BANGLA
এই খানকির ছেলেরা সব বাটপার হাজার হাজার মানুষ মেডিকেল পড়ে রয়েছে মারা গেছে শত শত মানুষ আর ওরা নাটক চোদায়,Negative,BANGLA
এই ফাউলগুলারে বয়কট করা উচিত..,Negative,BANGLA
দালাল,Negative,BANGLA
সুলেয়ামান সোখন ওরফে শুকুন,Negative,BANGLA
তোমরা সব শালা চিটার বাটপার এখন আইছো সাফাই দিতে,Negative,BANGLA
তৌহিদ আফ্রিদিকে দ্রুত আইনের আওতায় আনার জোর দাবী জানাচ্ছি,Negative,BANGLA
নাটক কম কর পিও,Negative,BANGLA
তাওহীদ আফ্রিদি কে আইনের আওতায় আনা হোক,Negative,BANGLA
তৌহিদ আফ্রিদি কে অতি তারা তারি গেফতার করার জন্য জোর দাবি জানাচ্ছি,Negative,BANGLA
রাজাকার দুইটা কই???পিটাইয়া মারমু,Negative,BANGLA
রাকিব  তো ছাএদের পখে একটা  কথা বললে না সবাই  একরকম  পাথক নাই,Negative,BANGLA
নাম বলা লাগবে না আমরা বুঝতে পারছি সবাইকে কল কে দিয়েছে দালাল তৌহিদ আর স্মৃতি শেখ হাসিনার দালাল,Negative,BANGLA
ওর মাই টিভি গোয়া দিয়া দিমু,Negative,BANGLA
বিশ্বাস করি না নাটক করে লাভ নাই,Negative,BANGLA
"তৌহিদ আফ্রিদি'র অনেক বড় ফ্যান ছিলাম কিন্তু এই সব দেখার পর তাকে বয়কট করলাম👍
কে কে আমার সাথে একমত🎉",Negative,BANGLA
মামলা দেন না কেন।এগুলার শাস্তি হওয়া উচিত।,Negative,BANGLA
দালাল সময় টিভি,Negative,BANGLA
২টাই দালাল,Negative,BANGLA
"এই দুজনকে রাষ্ট্রদ্রোহী মামলা দিয়ে  আইনের আয়তাই আনা উচিত।  
এরা গনহত্যার সাথে জড়িত ছিলো পরোক্ষভাবে। 

সমন্বয়ক:- সারজিস আলম",Negative,BANGLA
আগে তো গাড়িতে নৌকার ষ্টিকার লাগিয়ে ঘুরতো।,Negative,BANGLA
কত বড় স্বৈরাচার ছিল হাসিনা 😢,Negative,BANGLA
এগুলা এখন ভাওতাবাজি 😂,Negative,BANGLA
সুলাইমান শকুন আর আফ্রিদি ইজ ভেরি বেস্ট মাদারফা** ইন বাংলাদেশ।,Negative,BANGLA
বাতাবি লেবু টিভি😂😂😂,Negative,BANGLA
এইসব ফাউল সংবাদ না দিয়ে। ভালো সংবাদ দেওয়ার চেষ্টা করুন। যা মানুষের বড় উপকারে আসে।,Negative,BANGLA
সব নাটক বন্ধ করে প্রিয়,Negative,BANGLA
সালা পল্টিবাজ + ভিউ ব্যবসায়ী। আইছে শেজ বাজারে মাছ কিনতে। হালায় তুরা তো সবডি রাজীব বাপের পোলা।বাইকে নৌকা লাগায় ঘুরতি। হালায় এখন নিরপেক্ষ সাজতাছে,Negative,BANGLA
সঠিক তদন্তের মাধ্যমে আফ্রিদি কে আইনের আওতায় আনার দাবি জানাচ্ছি।,Negative,BANGLA
নাটক দালাল,Negative,BANGLA
"এরা সব, সুবিধাবাদী।",Negative,BANGLA
সবচেয়ে বড় পট্টিবাজ সময় টিভি,Negative,BANGLA
দালাল সবগুলো!,Negative,BANGLA
সব ভুয়া,Negative,BANGLA
এসব সব নাটক আর ভাল্লাগেনা এগুলো,Negative,BANGLA
এরা ধান্দাবাজ,Negative,BANGLA
😂😂😂😂 ভুয়া 😂😂,Negative,BANGLA
ছাত্র এবং জনগণকে বলছি তৌহিদ আফ্রিদি কে যেখানে পাবে সেখানে কুত্তার মত পিটাবে কারণ আওয়ামী লীগের কঠিন থেকে কঠিনতর দালাল,Negative,BANGLA
লীগের দালাল !,Negative,BANGLA
সব মাদারচুদ নাটক শুরু করছে পতিটা কে রাস্তায় পাইলে মাইর এদের মুখের কথা সব মিথ্যা 😡😡,Negative,BANGLA
তৌহিদ আফ্রিদি কিশোর গ্যাং এর লিডার,Negative,BANGLA
তৌহিদ আফরিদিকে আইনের আওতায় আনা হোক,Negative,BANGLA
কি নাটক করছে।,Negative,BANGLA
"সোলেমান শকুন, হারামির বাচ্চা",Negative,BANGLA
দেশ স্বাধীন না হলে এই আর এস ফাহিমরা চৌধুরীরা চুপই থাকতো। দুজনকে একসাথে দেখা যেতো আবার নতুন কোন ভ্লগে। সব ধান্দাবাজ,Negative,BANGLA
"এই সব চ্যানেল  কবে বন্ধ  হবে, আর এই গুলো সোনার ইউটিউবার, এদের কাছে কিছু শিখার নেই।",Negative,BANGLA
"সব নাটক এগুলা কিছুই না,",Negative,BANGLA
এদের নাটক কম করা হোক। ক্ষনিকের পোলারা,Negative,BANGLA
এরা কয়েকটা সময় টিভির মতো বাটপার।,Negative,BANGLA
আরে তুই কেডা? 😂,Negative,BANGLA
আফ্রিদি হাসিনা পা চাটা কুকুর,Negative,BANGLA
সবগুলাই এখন সুবিধাবাদী কথাবার্তা বলবে। এদের কিক দিয়ে দিবেন.....,Negative,BANGLA
এগোলো সব কালপিট,Negative,BANGLA
"খুব ভালো নাটক সারাজীবন করলা রাজীব কমিশনারের চামচামি, এখন তোমাকে  উপদেষ্টা বানানো হোক।",Negative,BANGLA
এরে রিমান্ডে নেওয়া হোক তৌহিদ আফ্রিদিকে,Negative,BANGLA
হে আওয়ামীলিগের নেতা নিয়ে বাউক শু করত,Negative,BANGLA
"লাইভে বললেই হবে না,,সঠিক বিচারের আওতায় নিয়ে আসা উচিত।",Negative,BANGLA
সবাই পল্টিবাজ মামারা,Negative,BANGLA
"লাইভে বললেই হবে না,,সঠিক বিচারের আওতায় নিয়ে আসা উচিত।",Positive,BANGLA
তৌহিদ তুমি শেষ চান্দু,Negative,BANGLA
তৌহিদ আফ্রিদির বাবার সব অবৈধ টাকা। গোলাম রাব্বানী সহ এলাকায় পাউয়ার দেখায়া চলতো।,Negative,BANGLA
"হালা, সারা বৎসর খুনি কমিশনার আর দখলবাজ লোকজন এর সাথে থাইকা 
আজকে তুমি ভালো হইয়া গেসো 
He may another culprit",Negative,BANGLA
সব নাটক একন পিট বাচায়টাছে ফলোয়ার কমার ভয়ে😁,Negative,BANGLA
"এরা দেখি পুরাই সুবিধাবাদী। পল্টিবাজ। 
ধাপ্পাবাজ তিনটা একসাথে হইছোস।
জনগণকে কি এতই বোকা মনে করেছিস তোরা?",Negative,BANGLA
আগে গাড়িতে নৌকা লাগাই ঘুরতো এখন পল্টি মারতেছে,Negative,BANGLA
তাউহিদ আফ্রিদি কে আইনের আউতায় আনা হউক,Negative,BANGLA
তোহিদ সালারে ধরো সবাই,Negative,BANGLA
অতি দ্রুত সুলাইমান সুখন ও তাওহিদ আফ্রিদি কুলাঙ্গারকে দেশ ত্যাগে নিশষদাজ্ঞা দেয়া হোক,Negative,BANGLA
তৌহিদ আফ্রিদিকে গেফতার করা হক তাঁরাতারি | পালিয়ে যেন কোথায় যেতে পারে।,Negative,BANGLA
এগুলো একটাও সুবিধার না,Negative,BANGLA
"হাজার হাজার মানুষ মৃত্যুর ভয় না করে বন্দুকের সামনে বুক পেতে দিছে,, আর এরা দেশ ছেড়ে পালিয়েছে,,,,কাপুরুষের দল,,,এমন কাপুরুষের মুখে থু.",Negative,BANGLA
"এগুলো সব সুযোগ সন্ধানী। আন্দোলন শেষ, এখন আসছে সাফাই গাইতে।
আগে এদের খোঁজ ছিল না।",Negative,BANGLA
